Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
49,Female,81.1,180.7,10.3,87.49555426476338
37,Male,87.8,197.3,44.8,73.42761109473108
64,Female,57.5,208.6,27.9,183.89561470487695
53,Male,70.1,178.8,23.0,34.47625454673755
56,Male,75.8,247.1,39.7,458.3184941148872
47,Female,65.8,183.6,99.4,180.13677566949272
24,Male,86.6,151.0,62.6,106.36141197099803
39,Female,68.9,229.8,27.4,184.8925280799529
62,Male,65.8,294.1,74.2,100.38148552938522
27,Male,86.3,141.6,23.9,63.94443792394051
25,Male,62.5,193.7,80.3,267.5388626513266
44,Female,63.0,253.2,32.4,262.7335771615278
27,Male,81.1,228.5,52.2,246.08806818329262
31,Male,91.1,231.1,91.7,37.97384652194673
63,Female,76.9,201.5,43.0,62.083282788881014
28,Female,55.6,67.1,86.8,255.8548196653264
23,Male,83.2,212.9,48.6,340.827241190996
38,Female,67.9,218.7,48.3,39.849235450349866
50,Female,88.4,256.3,32.3,65.75847613196048
36,Female,70.4,162.5,78.2,158.85183663345904
56,Female,88.7,284.1,40.1,118.10157074084921
41,Male,70.0,184.5,88.1,517.3204120341001
35,Female,66.7,175.9,37.4,84.39538578475836
52,Male,52.0,164.0,40.9,262.99982888431464
60,Male,67.1,252.3,70.1,230.6921484429569
54,Male,77.1,145.2,47.8,0.0
36,Female,76.2,231.6,55.8,0.0
41,Female,82.3,159.6,23.8,94.20360163842939
51,Male,89.9,197.8,52.2,257.28866271206977
39,Male,75.3,123.8,57.4,421.5349363754537
21,Female,75.8,239.3,84.5,71.71930158884508
27,Female,88.4,192.5,40.4,216.75283427043618
19,Male,77.8,227.9,56.7,167.30596747237817
25,Female,63.9,191.1,74.2,316.73423999637436
50,Female,68.7,226.4,50.9,136.83320434156133
55,Male,49.4,197.7,71.7,130.4846702636785
60,Female,63.8,237.0,100.0,148.2928330930946
45,Female,54.7,226.7,50.6,140.11894823915313
27,Male,79.2,209.8,76.5,421.88598146468115
62,Female,89.5,155.0,60.3,130.70532039939343
18,Male,63.7,178.1,67.1,281.5754840399125
51,Female,64.2,161.4,64.1,0.0
20,Male,86.3,271.4,71.3,46.2462782467286
26,Female,69.6,239.0,70.0,115.33765375846392
22,Male,78.1,201.9,48.6,222.64379191425192
59,Female,83.9,171.9,38.9,78.47738990968443
27,Female,66.5,160.5,58.5,185.19947963994534
29,Female,66.7,206.1,20.9,81.83738505222557
35,Male,68.9,292.2,62.4,447.0712012752455
38,Female,56.4,200.3,64.9,133.4425089396561
38,Male,80.8,260.1,46.4,242.71062933340218
18,Female,82.2,213.8,50.9,124.92851084476767
20,Female,76.0,228.1,68.2,132.36103000227862
22,Female,91.3,176.2,64.9,198.8362615918163
42,Female,71.9,190.1,68.5,131.43682165588004
25,Female,82.4,158.5,65.5,80.22720532876993
34,Female,80.8,215.2,52.1,175.74800281296763
26,Male,65.4,187.8,49.7,165.57266519405238
49,Male,88.9,218.0,58.4,251.25185242077035
23,Female,76.5,150.7,79.1,225.63231317881497
57,Female,86.7,222.8,55.3,240.14464158149548
38,Female,59.4,208.4,76.1,39.694366334435074
24,Female,76.3,206.8,9.3,0.0
24,Female,69.5,219.5,56.4,407.70730959430415
64,Male,64.8,188.1,51.7,298.45757097673925
56,Female,91.9,390.3,16.7,205.33164340688833
44,Female,77.3,223.4,19.7,84.29089422266983
25,Male,57.3,205.3,59.2,0.0
26,Male,69.0,237.1,52.1,0.0
45,Male,86.3,173.9,65.8,155.81176124979422
32,Female,64.8,172.3,-1.9,181.13032731062782
19,Female,63.5,240.0,71.4,322.27235786439604
24,Female,73.2,244.5,71.5,189.666755816026
64,Female,80.6,259.6,22.3,215.38068950123946
35,Female,66.3,128.7,78.2,100.83530414175476
39,Male,79.7,193.7,85.8,127.40404104320145
27,Female,75.4,216.5,23.3,2.2668470941062058
50,Female,76.9,236.0,52.2,27.330012634836876
24,Female,46.1,226.3,54.0,28.27847201137514
20,Male,75.2,157.4,14.0,139.34790317824525
31,Female,72.0,225.7,43.4,0.0
61,Female,79.7,216.1,78.1,58.9815634786715
63,Female,67.2,215.9,32.8,139.9735256165768
53,Female,70.5,145.2,86.6,0.0
30,Male,81.4,153.3,57.4,401.57568302672684
33,Male,92.3,290.6,34.2,443.9400575156999
33,Male,59.1,249.3,50.9,348.045073054068
22,Female,81.2,196.9,20.7,195.05319520876833
42,Male,89.6,197.7,58.6,255.07274287487118
55,Male,83.3,311.1,46.2,284.43753086501374
55,Female,88.8,202.3,41.5,151.7977416325638
55,Female,68.5,194.2,21.1,145.52839050207308
56,Male,89.8,160.3,48.4,0.0
58,Male,66.3,188.3,54.1,225.118482677892
43,Male,75.7,115.9,22.6,258.1552431801845
30,Male,69.0,226.0,71.6,244.89373366029432
61,Female,69.5,263.0,55.6,285.45615736469574
43,Female,54.3,263.5,33.0,306.42610328350054
18,Male,51.3,164.9,48.1,128.5048161695692
25,Male,89.1,85.3,66.7,47.533627813380626
21,Male,53.4,217.0,77.4,350.4450358615147
38,Female,78.0,265.9,81.7,190.7812116201134
39,Female,59.4,119.8,86.0,96.73651723279318
54,Female,64.8,181.3,23.4,115.48661810303686
20,Male,83.2,217.9,35.8,146.3351089394065
36,Female,76.9,157.9,22.0,158.27947734223108
18,Male,73.5,113.6,71.8,397.01577219769763
46,Male,88.7,162.8,46.5,82.2156619340508
40,Female,71.5,171.5,75.3,189.8648917850029
50,Male,89.8,105.7,21.7,228.42864772329634
58,Female,62.2,253.6,36.2,0.0
40,Female,60.7,277.7,34.0,368.27754054870036
22,Male,73.3,201.5,74.8,255.11151485782733
24,Male,75.0,236.5,64.0,363.2353780735278
23,Female,64.7,126.0,9.4,0.0
39,Female,71.7,192.9,40.7,293.3408115361332
30,Female,91.4,171.1,69.2,123.1561655440538
29,Female,70.3,220.6,72.3,0.0
21,Female,51.8,65.1,58.3,7.300826710538669
25,Female,54.1,184.8,53.6,24.1524688301529
54,Female,100.0,231.4,31.4,64.7629402508138
48,Male,92.4,211.9,71.4,30.800766269165997
54,Female,69.8,239.1,26.1,246.9755998221577
62,Male,84.7,170.1,17.8,230.19519704060397
43,Male,78.1,58.8,54.2,252.77762340978032
60,Female,90.2,254.9,41.1,173.20205870548241
25,Female,62.1,238.0,64.5,119.66099677921514
57,Female,62.5,278.4,59.7,0.0
50,Female,90.8,203.7,84.2,0.0
62,Female,57.1,220.8,58.1,2.7160703458748814
46,Male,75.8,316.5,71.2,60.8893798847275
22,Male,74.5,107.4,33.0,467.9662406509143
45,Female,84.4,222.2,64.2,0.3629674271714153
57,Female,76.7,260.9,44.5,296.68831760429583
34,Female,73.4,210.6,40.1,46.61802491233787
40,Female,70.4,203.3,31.9,13.978170070489849
62,Male,63.1,125.8,80.8,257.8136402987162
26,Male,73.0,273.4,49.9,352.21623559892515
19,Male,89.0,253.4,34.2,0.0
49,Female,71.6,264.1,63.6,118.4228855602791
48,Female,91.9,198.9,41.2,250.9318516146502
24,Female,83.8,184.0,34.0,202.11586993117064
47,Male,80.7,199.7,108.0,0.0
20,Male,73.1,285.0,25.8,158.08525805488142
26,Male,67.5,187.0,87.3,0.0
27,Female,95.2,274.1,33.8,154.88406687866163
63,Male,84.5,192.6,62.5,231.91394347862092
64,Female,73.3,157.1,48.0,201.7267588922972
43,Male,95.4,96.1,64.7,68.38313185531698
18,Female,82.5,228.7,22.4,87.0577770465041
47,Female,58.0,238.4,19.9,261.55934724005425
55,Female,69.9,142.5,65.3,261.28560296485153
32,Female,83.7,273.8,14.4,322.9466457117452
42,Male,93.1,130.9,26.6,412.29147084592955
23,Male,103.3,235.4,48.2,0.0
35,Male,75.3,237.9,24.1,355.48452248730985
18,Female,82.4,253.7,26.7,156.73568315682797
20,Male,67.7,101.5,41.8,299.53434472862216
34,Female,64.4,253.3,6.3,119.20383103321724
25,Male,54.8,192.8,22.0,84.81500032266484
57,Male,79.7,183.0,76.8,164.86893681788106
34,Female,90.2,241.3,69.1,154.63189136187123
42,Female,84.3,248.0,95.3,162.7833203106988
58,Female,76.0,100.6,61.9,205.41205550539385
29,Male,89.7,135.5,76.0,64.00765741965176
46,Female,110.4,260.0,41.6,35.18662534324512
42,Male,65.0,223.7,46.3,0.0
53,Male,45.9,209.1,58.3,159.09562907858233
42,Male,79.1,150.7,12.1,93.7137493431392
46,Female,88.0,221.9,60.9,125.95218316161805
28,Male,56.4,260.9,37.5,207.31779580292928
21,Female,85.0,315.9,40.9,0.0
31,Female,71.0,182.3,69.9,80.7451583746302
63,Male,79.0,243.9,19.0,242.36399272879234
55,Male,64.0,292.7,51.1,221.8779694344968
34,Male,63.2,127.6,59.0,156.09135927782552
19,Male,61.7,290.0,39.4,185.90933167074772
25,Female,83.0,210.0,50.7,122.15001868443429
53,Female,67.5,203.7,51.7,47.357788979297226
27,Female,78.2,172.9,67.9,36.16036989025881
24,Female,75.4,181.8,46.4,355.17566210288817
53,Female,60.8,162.7,25.0,215.79619037712692
33,Female,75.9,152.3,38.4,259.2564788499907
31,Female,77.8,222.5,43.0,230.40114443627738
33,Female,87.8,255.6,34.0,280.4687234692143
42,Female,92.9,147.6,53.8,220.04318929471307
58,Male,62.8,165.2,52.8,0.0
21,Male,79.3,212.8,51.8,80.84813232725577
46,Female,48.4,144.3,32.0,140.1671018666369
23,Female,85.2,212.2,52.6,143.02067121085128
18,Male,88.2,186.5,75.8,225.35681546233076
56,Male,42.9,118.1,55.9,51.5852754218304
18,Male,70.9,223.6,71.4,121.64364931633253
57,Female,64.2,171.9,52.2,157.9810187600721
20,Male,70.9,251.3,37.3,222.39959631023194
18,Male,68.5,190.2,67.2,317.7909103202422
18,Male,74.5,164.4,21.9,60.68361858518909
56,Male,86.8,198.3,38.8,263.02536788676053
38,Male,71.2,262.1,47.2,137.44809759363406
62,Female,63.2,292.1,63.1,112.77531627043642
47,Male,72.6,229.7,75.5,188.2134186721871
49,Female,72.0,170.5,66.9,0.0
50,Male,74.0,201.6,64.9,221.16030276268006
39,Male,67.5,195.1,67.3,408.2102102512884
47,Male,79.4,192.5,70.1,34.78876992118539
63,Male,90.5,187.3,27.2,413.9215634401993
21,Male,59.8,151.7,94.1,127.65143930722785
40,Female,80.4,248.8,72.2,179.82297382121072
61,Female,86.5,243.0,46.4,17.288671858823516
42,Female,69.8,201.2,57.4,354.9265557439014
29,Female,90.0,262.9,23.7,42.12270671647521
34,Female,74.3,229.6,44.8,141.19737850118887
32,Female,61.5,144.2,43.2,103.92957725051022
27,Female,59.7,182.3,41.5,141.7631057110125
52,Male,84.4,274.0,66.3,240.41647635037572
46,Female,83.3,182.0,52.1,103.21778933633672
29,Male,93.8,165.3,26.1,117.38385950359354
18,Male,83.0,236.1,26.5,195.46576695394208
18,Female,73.8,186.0,10.7,143.99086291363676
27,Male,80.8,228.0,67.6,246.57164963738617
35,Male,75.9,198.2,45.5,253.38931023294816
64,Female,71.0,160.2,65.1,206.92056100693995
19,Male,68.4,165.3,112.8,274.2087418953312
25,Female,54.3,115.7,32.0,155.3267110708759
39,Male,66.1,144.7,56.5,165.24501830063554
39,Female,74.8,231.4,78.9,0.0
43,Male,42.5,260.3,40.2,200.39186943971256
43,Female,68.8,169.5,43.2,276.03226314516326
26,Male,86.0,131.3,60.6,97.92494899466038
38,Female,91.1,256.9,100.9,91.36975538999187
48,Male,68.7,258.4,62.7,376.9746994767449
60,Male,68.2,236.1,33.1,438.3969870506379
23,Female,66.4,127.5,35.6,56.415582203291585
31,Male,68.3,225.8,40.2,548.8845225640044
50,Female,88.7,227.6,13.6,154.7160254465099
24,Male,94.6,245.0,46.8,353.3957323543535
41,Male,54.7,207.5,50.1,150.4188292613284
26,Female,65.3,162.5,50.9,152.20706901823294
28,Male,52.6,179.8,21.0,254.79348241985966
40,Female,74.7,258.9,56.9,58.619135695757045
19,Male,69.1,219.0,30.3,432.41653096672815
32,Male,79.3,134.6,45.2,184.20533701532938
52,Male,83.0,285.3,35.1,131.80494256746658
53,Male,81.6,257.8,73.1,47.93949323603655
45,Female,55.2,283.1,36.3,175.7206174942662
56,Female,74.7,256.7,76.9,183.22899948825216
61,Male,54.7,153.6,52.7,69.35363338139992
21,Male,95.8,216.5,58.4,241.40553229248994
27,Female,70.7,230.2,51.7,183.41311320002058
23,Male,58.6,132.8,33.0,152.99721226917566
47,Female,68.5,141.4,58.1,184.24415068294837
63,Male,77.5,237.2,41.4,187.5426139089496
52,Male,83.8,241.1,56.4,172.3178626939915
60,Female,90.6,318.4,62.1,50.58100903429032
27,Male,75.8,187.0,88.1,242.86077266301618
49,Female,71.0,115.9,59.4,0.0
59,Female,83.2,192.4,69.1,238.1368286086692
59,Female,82.9,242.2,63.2,273.7490258088785
20,Female,76.4,181.8,45.5,47.293452900107354
43,Female,84.7,205.1,63.6,6.068612506703941
32,Female,67.7,167.9,47.5,246.66813070056907
34,Male,74.7,259.7,41.7,185.8266735155676
44,Female,50.6,237.2,28.2,125.53360069267201
35,Female,91.7,159.0,63.1,153.43208580837504
36,Male,69.1,173.9,38.6,27.25977074109043
29,Female,91.7,166.0,62.6,239.66025163800578
41,Male,67.1,107.0,50.1,277.7314999596774
22,Female,78.6,161.9,44.3,125.40394527169347
41,Female,75.7,111.4,32.7,0.0
44,Female,67.8,246.7,76.0,170.0952026192969
47,Male,80.8,250.6,42.1,228.83131994884104
32,Male,90.3,185.1,81.7,173.4657835448654
64,Female,96.5,210.2,33.6,242.37884930646956
55,Female,83.9,253.5,80.2,272.28065659843725
61,Male,60.5,239.2,51.7,256.1081583283121
51,Male,58.1,300.2,67.2,0.0
44,Male,88.7,213.0,24.0,32.34423606360662
37,Female,63.0,272.6,23.9,80.2009599521534
58,Male,82.4,204.8,55.2,179.8519262312869
49,Male,76.6,194.0,29.7,321.57521335932347
21,Male,90.8,233.9,76.6,242.27785783624512
22,Male,81.1,227.6,57.3,185.94373785073103
25,Male,74.6,169.6,37.1,264.6529739058207
39,Male,99.7,158.8,31.6,102.72977390219637
59,Male,84.9,203.7,44.2,299.7171725059641
24,Female,81.7,105.5,38.6,154.72823405398833
39,Male,66.8,184.6,59.9,273.97914021895446
63,Female,61.2,150.9,48.5,197.51438762534318
47,Female,71.9,171.2,73.4,150.75832044195812
54,Male,57.0,161.1,62.6,0.0
33,Female,71.1,238.4,32.7,75.45242233977062
32,Female,84.6,222.3,41.5,184.07569288122343
22,Male,86.8,202.6,32.7,134.57166421496447
20,Female,70.9,180.8,32.7,81.21124405587922
40,Male,110.2,251.7,14.1,211.3643872092649
27,Male,90.3,245.0,68.8,315.7633715068081
22,Male,74.6,194.4,75.8,288.91930129512036
40,Male,88.7,267.7,30.2,463.56506911962055
32,Male,68.0,190.5,28.2,261.6089817267738
35,Male,78.0,210.2,61.2,247.97417816094134
42,Male,70.7,171.3,33.6,188.3769905316234
25,Female,60.5,180.3,75.5,0.0
48,Male,81.4,168.6,35.7,235.93376657445347
38,Female,74.9,234.4,7.2,162.27418948404923
19,Male,75.8,218.8,47.4,294.41174992826143
39,Male,74.7,147.4,38.2,251.9682834242074
25,Male,64.2,228.3,52.9,227.17942381980043
40,Female,94.1,289.6,43.0,222.2086215632228
49,Female,78.0,167.0,61.5,115.28154755953234
25,Female,71.8,164.1,58.5,204.8821463873847
21,Female,59.3,200.4,56.5,280.7182794316513
47,Female,91.8,268.9,53.8,91.24730720756362
36,Female,86.0,178.1,50.0,113.27275768258401
40,Male,75.0,292.1,22.1,92.13792210276551
35,Male,59.6,147.1,57.8,18.332540857934497
46,Female,94.9,209.4,64.6,313.5280135464368
40,Female,70.6,114.9,57.0,375.47582505356485
50,Female,66.9,153.2,46.0,147.83957945167614
64,Female,74.4,189.3,61.8,128.5604397843732
35,Female,79.5,213.5,54.7,298.4152122615259
61,Male,73.0,262.0,64.2,270.59636833779024
50,Male,34.4,165.0,48.2,106.07534652529434
24,Male,78.0,221.0,21.5,77.25353901982088
45,Male,86.1,133.0,46.4,332.37674162349896
18,Male,64.3,250.5,31.0,255.5266012517749
56,Male,93.7,265.5,40.7,344.8905203902792
51,Male,85.5,251.9,51.7,284.3421907663347
56,Male,80.6,251.8,69.8,37.77548906005634
36,Female,62.8,195.4,63.3,71.588720649762
48,Female,78.3,213.8,54.2,66.64602380637642
30,Male,79.3,195.2,75.0,222.39537601007382
41,Male,74.0,197.7,50.9,182.98066180724143
22,Male,85.7,162.8,54.0,148.4259588728512
40,Female,70.7,214.1,42.4,95.85209757711532
36,Female,71.7,220.9,28.6,216.93959439303813
18,Male,67.0,249.3,61.1,183.05076089639417
50,Female,69.6,219.6,18.6,72.60542225065021
50,Male,73.2,244.1,31.4,27.77569690236812
49,Male,72.8,162.8,53.6,84.40935878150832
45,Male,72.2,271.2,33.0,370.9531848855979
54,Male,86.1,187.9,50.4,104.87418139427956
58,Male,93.0,97.6,52.9,496.61512860763554
29,Female,59.6,180.5,38.8,188.24396351702038
26,Male,92.8,228.8,51.1,91.84280963136453
28,Male,83.1,204.1,50.8,125.55217848233197
50,Male,64.3,102.9,27.2,0.0
36,Male,71.0,210.8,60.9,145.2035726908215
59,Female,78.4,206.3,9.4,299.18537469410234
51,Male,55.1,151.4,87.6,469.55676638676556
24,Male,74.0,228.2,60.7,393.22252982014334
48,Female,81.3,193.3,70.4,220.7740775147417
19,Male,66.1,102.4,63.2,175.36576687628624
36,Male,57.2,234.8,49.1,197.8834030092672
55,Male,77.4,208.7,34.6,256.55560620612937
49,Male,101.5,275.7,49.5,209.82116011043763
27,Female,66.4,156.8,66.7,65.10854042900392
58,Male,66.8,188.3,33.5,171.56746035821894
25,Male,72.6,253.3,53.1,21.564109072540155
43,Female,93.8,154.2,13.8,171.81827442966778
47,Male,55.2,251.5,33.8,82.1463608883532
28,Male,84.2,252.8,32.8,275.7802038357841
58,Female,69.3,215.7,83.6,34.82032458932786
37,Male,70.4,191.7,23.3,173.34107151202198
37,Female,62.9,167.6,58.0,149.9137148130722
26,Male,72.0,163.9,81.9,165.38106386788462
25,Female,63.2,215.5,70.1,228.91115110150943
32,Male,68.5,56.1,80.4,287.61611755236447
51,Male,45.4,172.1,83.4,152.39650399164032
41,Female,54.2,165.3,51.1,84.46920554365046
50,Male,79.0,150.6,59.5,109.14701178296846
58,Female,90.1,209.3,53.9,74.69962873065
58,Female,113.8,126.5,59.6,375.97420990576086
62,Female,86.1,260.1,58.4,91.36359993619212
57,Female,68.8,245.7,84.3,229.66404163361133
44,Male,51.2,268.0,55.8,203.2211340776758
38,Female,81.5,173.6,30.9,100.91965007657255
22,Male,57.6,210.4,61.9,219.83120149891454
52,Male,65.3,241.2,64.6,220.32099562169824
38,Female,85.6,193.5,33.6,0.0
21,Female,78.5,171.7,32.7,131.5886788784913
33,Male,63.9,206.0,69.0,216.24382829178603
48,Female,54.5,189.7,39.3,111.56330197999118
43,Male,77.5,146.5,41.7,0.0
52,Female,79.0,81.0,40.8,95.30427523309379
23,Male,93.0,153.8,54.9,420.2181658045076
50,Male,45.1,82.0,72.1,300.6258030731898
38,Female,76.4,156.5,63.4,48.789024464830504
33,Male,86.0,271.0,40.8,300.13106660150487
64,Male,70.0,107.6,76.8,52.48867425226089
56,Female,55.8,222.4,67.4,144.60701863207535
51,Female,63.9,261.1,69.8,151.69349647835523
59,Female,75.4,121.4,69.2,113.69203583915042
32,Female,69.2,289.7,39.7,215.21854833482178
23,Female,78.6,196.2,31.6,187.5465445116007
19,Male,90.4,267.9,43.2,102.45599161121963
41,Male,70.2,213.5,69.8,147.66122529478804
45,Female,89.6,177.0,26.4,54.40333715664509
18,Male,73.6,54.6,23.7,121.60415740648192
18,Male,79.1,144.3,13.7,294.87237974075066
45,Male,73.6,234.0,24.9,194.80310586305862
53,Male,79.4,276.9,34.2,339.9126973161236
37,Male,81.5,129.8,52.5,0.0
25,Female,82.7,197.0,27.0,145.37911055857026
18,Female,75.0,177.7,63.2,204.05471950626603
43,Male,35.0,220.9,50.9,209.81380119904546
60,Male,82.1,204.4,9.1,16.875719002841343
42,Female,51.4,181.4,49.6,39.6601101587
27,Female,67.7,232.0,52.8,228.75541826711722
29,Female,46.3,165.4,88.3,90.08734022411053
58,Female,95.4,200.6,54.8,67.83220976721506
24,Male,80.0,238.5,14.6,144.17685184242646
29,Female,71.1,163.7,54.6,122.80603785245506
64,Female,92.0,182.1,53.5,233.49087213008826
57,Male,81.4,172.1,62.1,0.0
34,Female,76.5,222.6,102.7,174.46937328440322
22,Female,79.7,217.5,39.3,314.95075749208365
31,Female,70.4,174.1,36.9,242.0995972573826
51,Female,60.1,217.0,59.4,312.8792930802002
34,Female,86.5,59.4,86.5,113.51130612539669
52,Male,74.1,241.8,63.4,299.57934423934495
18,Male,53.9,244.8,43.1,207.4267443723441
53,Male,81.1,174.7,69.7,142.2700847131942
32,Male,75.5,164.7,85.9,0.0
36,Male,95.4,197.1,34.6,150.0021516904426
59,Female,78.2,154.5,30.0,258.53162124955406
22,Female,60.8,162.3,51.1,0.0
36,Female,53.5,215.4,56.0,392.44837055515075
60,Female,90.2,240.5,77.7,173.73784076820397
56,Female,74.2,215.9,40.6,43.26644444639753
22,Female,64.6,344.3,58.0,143.6769068966299
29,Female,66.4,262.4,81.1,185.45558032969888
36,Female,90.6,236.8,54.5,100.81953497803401
64,Female,80.7,235.0,42.1,70.6619302645644
29,Female,88.2,204.3,61.4,279.8678344077645
53,Female,77.9,225.2,43.4,120.36100256142656
29,Female,65.0,209.9,56.8,115.3053038951759
35,Female,96.4,252.5,46.3,303.6523244722445
60,Male,70.3,186.0,47.1,194.06577101690226
51,Female,84.7,183.4,41.9,210.13964421954472
50,Male,88.0,258.9,38.5,128.2651306381147
35,Female,75.1,177.0,69.9,85.18007564444059
46,Female,61.6,152.8,53.8,174.05439905000281
62,Female,66.9,162.6,75.5,49.775681177416224
22,Male,83.1,237.4,5.0,263.9790601983091
42,Male,81.4,333.6,39.6,81.70321650659847
41,Female,90.6,155.6,35.2,169.86231636585498
46,Female,88.7,232.3,44.9,272.79517007687446
55,Female,63.6,207.7,29.4,0.0
50,Female,92.3,256.4,17.9,94.41096709676113
27,Male,62.7,231.8,63.4,0.0
54,Male,82.1,259.5,38.1,156.226346404182
50,Female,104.1,214.6,61.1,151.34408594290556
40,Male,78.7,158.3,26.4,139.38736276889477
28,Male,53.7,166.0,17.3,0.0
41,Female,71.1,210.6,54.8,196.07046296317014
41,Female,101.1,223.4,62.7,3.567169223842747
24,Female,72.5,180.8,37.7,238.49205203506784
38,Male,90.9,300.8,29.7,97.93771007064582
37,Female,63.5,247.1,75.0,54.28621925389435
27,Male,70.7,95.8,48.9,209.88735705189592
42,Female,72.4,193.9,30.0,228.31452911173847
64,Female,98.4,148.5,20.1,370.32817267237385
53,Male,71.3,295.3,36.2,137.3087152445277
64,Male,52.4,89.0,42.1,23.938740461163086
32,Male,103.6,220.9,65.3,238.99984046485793
61,Male,77.7,206.2,49.7,23.307742408430602
57,Male,82.9,240.7,47.3,296.15045523815286
57,Male,55.7,216.1,31.7,257.48826865672004
23,Female,78.1,303.5,77.6,283.1438395162396
54,Male,75.2,245.9,69.5,342.41689186530664
19,Male,63.4,108.1,67.9,233.78801047585134
29,Female,83.0,270.2,48.8,164.7228493461514
21,Male,54.5,210.2,58.0,82.38765777084194
40,Male,63.3,270.3,-1.5,72.78392016762935
30,Female,89.5,184.1,54.0,156.6043635083391
34,Female,66.3,146.9,88.5,34.6446815607434
48,Female,69.1,137.4,38.4,133.85714464935236
33,Male,76.1,253.1,30.3,129.85156181364118
58,Female,70.5,239.9,47.2,170.65346404945626
43,Male,83.3,170.4,32.8,185.6913692524508
45,Female,77.1,66.5,31.5,268.88257599347423
18,Male,56.9,255.0,55.3,162.01260766345183
64,Female,66.2,98.1,66.5,31.909063026001192
29,Female,64.9,308.7,55.5,196.69516365947325
54,Female,69.4,127.7,27.1,139.52354050494614
37,Male,76.3,200.7,36.6,148.7043972609068
19,Male,78.7,211.5,56.4,138.53216111930277
53,Female,46.6,218.2,63.1,158.28799112680366
32,Female,87.3,216.2,45.8,121.16746810390039
55,Female,73.9,206.5,32.1,187.10094515230776
39,Female,61.6,178.3,65.5,186.71896384857678
61,Male,86.4,188.8,86.2,156.1839085013634
49,Female,49.7,167.4,72.5,362.86697711896227
37,Female,56.1,205.8,89.7,77.97938843993548
53,Male,100.5,112.3,37.6,198.31079176370915
50,Male,76.8,215.8,70.6,0.0
32,Female,66.2,195.1,75.8,142.1002022670243
63,Female,76.3,242.1,40.3,124.20572189200517
20,Male,72.8,184.8,33.5,191.0181281532704
46,Male,75.4,230.1,30.8,370.0086269337527
64,Female,80.9,227.6,48.2,291.117172144177
44,Male,72.6,193.0,19.9,388.48947589944254
22,Male,79.3,217.6,83.8,201.161324343211
48,Female,73.1,132.9,24.3,166.96713692415895
39,Female,65.1,267.1,58.4,311.88497344610033
52,Male,61.7,172.7,4.7,74.16722620493111
24,Female,90.8,191.1,90.9,247.31512084479013
23,Female,82.8,147.4,75.0,53.81983476890201
43,Female,87.4,161.6,18.1,286.5379504031856
18,Female,75.0,282.2,56.1,148.65965092457972
36,Female,77.7,206.9,45.2,64.73352756932206
24,Male,72.9,185.2,53.1,106.21269838326218
53,Male,88.9,184.9,62.7,142.67022266886408
29,Female,70.9,200.1,34.0,261.1049617040075
37,Female,63.2,236.1,48.9,286.0940513432915
40,Female,81.3,209.7,13.8,89.12786242453653
42,Male,73.2,210.8,51.7,81.42004865173857
47,Male,78.0,153.8,8.8,500.40866837605563
46,Male,83.5,185.3,76.1,304.29176812582165
48,Male,68.1,207.8,20.7,93.29489934943604
35,Female,72.4,198.4,55.9,180.8893827945609
58,Female,71.3,179.2,66.6,111.4287569350396
36,Male,90.4,174.6,87.3,31.984228364179707
21,Male,75.2,221.8,85.5,150.2929102706834
18,Female,76.9,223.0,77.9,13.96439113131352
58,Female,61.1,249.5,49.7,98.95871296336698
32,Female,83.8,209.8,72.3,115.55836064701403
25,Female,80.1,96.2,55.5,97.10511506528144
32,Female,65.0,317.9,57.2,213.19047292864659
32,Male,98.1,199.6,37.6,271.80943812392684
56,Female,79.0,179.5,84.8,72.8766261811596
39,Male,67.5,197.1,33.9,255.65782060565715
35,Male,75.0,180.2,28.6,362.2667478874029
33,Female,70.6,159.1,58.2,68.69319710642581
19,Male,93.5,230.7,14.2,24.877554037606924
53,Male,86.2,192.6,52.4,51.579641544257896
37,Female,80.4,195.5,82.7,163.32349641801807
33,Male,95.6,74.9,58.3,441.43241181205383
20,Female,62.5,188.7,50.6,205.07607310814714
47,Female,84.3,146.2,33.2,276.60170824343913
19,Male,81.6,173.9,20.0,0.0
52,Female,72.2,211.8,67.3,69.14925996523087
43,Female,72.3,169.3,50.6,37.23352578418977
22,Male,86.1,176.2,62.5,292.3242414712815
19,Female,85.2,204.8,6.2,138.62089249590016
37,Male,57.9,174.7,64.6,0.0
51,Male,96.8,147.2,89.7,276.8014618083294
51,Female,88.7,113.9,76.8,230.363919270824
37,Male,71.6,216.8,55.9,461.5003764122693
42,Female,65.5,174.2,29.1,145.80810075555996
37,Male,88.3,116.7,52.4,275.3096625730624
42,Female,81.0,262.3,53.1,35.58001077977568
31,Female,83.6,216.9,40.1,0.0
64,Male,81.9,140.6,41.6,375.7868128817617
61,Male,89.6,164.8,92.0,256.8998486459417
60,Female,85.3,252.3,30.7,264.4003430844039
60,Female,68.6,191.2,41.4,99.90744031565103
56,Male,67.9,179.1,61.2,529.8085713247943
29,Female,79.3,237.5,93.6,181.85893679756555
22,Female,102.5,191.6,44.0,77.88797485094138
19,Male,73.2,261.5,14.0,165.04379586334582
33,Male,79.4,179.4,7.3,0.0
47,Female,85.7,171.5,100.4,49.2693403309786
64,Male,70.0,200.8,11.8,137.95815446901716
